student_id,grade,track,city_tier,parent_involvement,plan_type,monthly_fee_try,enrollment_date,tenure_months,program_adherence_rate,weekly_study_hours_planned,weekly_study_hours_actual,mentor_contact_freq_per_month,days_since_last_contact,message_response_time_hours,late_response_count_30d,trial_exam_count_total,trial_exam_avg_net,trial_exam_score_trend,missed_trial_exam_count,payment_delay_days_avg,support_ticket_count_90d,satisfaction_survey_score,days_to_next_exam,churn,weekly_study_hours_actual_missing,satisfaction_missing
STU102498,Mezun,Sözel,Tier 2,Orta,Yıllık,16288.0,2025-09-18,11.2,0.648,9.7,6.2,5.4,7,16.4,1,15,40.8,4.66,2,2.6,1,4.0,302,0,0,0
STU102410,12. Sınıf,Dil,Tier 2,Orta,Aylık,1709.0,2026-02-17,6.2,0.632,12.7,8.5,4.8,2,21.5,2,13,57.8,-0.68,0,6.0,1,4.2,297,0,0,0
STU103163,12. Sınıf,Sözel,Tier 2,Yüksek,3 Aylık,4899.0,2026-04-16,4.3,0.723,16.8,12.0,3.7,16,14.9,0,6,67.0,-3.79,1,1.6,0,3.2,299,0,0,0
STU100479,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Yıllık,16926.0,2026-08-09,0.5,0.662,11.6,8.0,2.8,8,24.1,3,1,73.8,-1.15,0,4.0,3,4.4,297,0,0,0
STU100004,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,Yıllık,17276.0,2026-02-17,6.2,0.614,14.4,6.9,2.5,7,9.8,1,16,55.5,-0.95,0,3.2,1,3.6,662,1,0,1
STU102782,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5454.0,2026-03-22,5.1,0.705,11.8,9.5,3.6,5,17.5,2,10,42.7,1.37,0,3.1,3,2.8,297,0,0,0
STU103178,11. Sınıf,Sayısal,Tier 3,Yüksek,Aylık,1643.0,2026-02-20,6.1,0.976,17.0,16.0,3.1,5,29.9,2,14,69.7,-0.85,4,0.4,2,3.4,667,1,0,0
STU101754,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1827.0,2026-06-28,1.9,0.705,16.9,11.7,4.6,9,31.6,2,3,61.2,2.53,1,6.7,2,3.6,297,0,0,1
STU102515,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,Yıllık,18490.0,2025-11-11,9.4,0.646,10.1,8.0,3.2,16,25.2,0,12,53.6,-2.31,1,0.1,2,3.6,299,0,0,1
STU100872,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1731.0,2025-02-23,18.0,0.638,9.6,6.2,3.6,2,18.8,0,26,49.6,0.17,2,2.6,1,2.6,301,0,0,0
STU102095,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,3 Aylık,4588.0,2025-03-31,16.8,0.694,15.3,11.5,4.7,3,16.1,1,38,53.8,-1.14,1,7.6,2,2.9,300,1,0,0
STU102593,11. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,3 Aylık,4828.0,2025-09-30,10.8,0.587,14.2,8.2,4.4,1,16.5,5,30,40.8,-0.05,4,13.9,3,3.7,664,0,0,0
STU103141,11. Sınıf,Sözel,Tier 2,Yüksek,Yıllık,15129.0,2026-03-01,5.8,0.761,17.2,14.1,8.0,16,49.2,1,11,77.9,0.95,1,5.0,1,2.7,665,0,0,0
STU100899,12. Sınıf,Sözel,Tier 3,Yüksek,Aylık,1692.0,2026-07-13,1.4,0.953,6.4,4.5,6.1,14,7.4,1,2,38.4,-0.09,1,8.4,2,4.8,302,0,0,0
STU101856,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Yıllık,16394.0,2026-01-30,6.8,0.653,12.3,7.7,1.6,2,5.4,3,15,65.0,3.1,2,3.9,1,3.6,665,0,0,1
STU102835,12. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1894.0,2026-07-25,1.0,0.787,15.6,12.4,4.6,6,5.0,2,2,51.7,1.11,2,6.6,0,4.9,299,0,0,0
STU101583,11. Sınıf,Sayısal,Tier 2,Düşük,Aylık,1814.0,2026-03-01,5.8,0.847,14.8,12.4,5.0,15,16.8,0,9,61.2,0.52,0,0.6,0,3.6,662,0,0,1
STU103439,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1798.0,2026-01-11,7.4,0.543,10.6,6.1,5.2,10,21.7,1,15,47.1,0.47,2,6.6,0,4.7,297,1,0,0
STU102771,Mezun,Sayısal,Tier 2,Orta,3 Aylık,4800.0,2025-12-15,8.3,0.655,13.8,11.4,3.8,1,38.9,3,20,72.2,1.89,1,3.4,0,3.3,301,0,0,0
STU102816,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1915.0,2026-06-19,2.2,0.99,16.2,16.6,4.7,12,3.4,1,4,50.1,-0.24,2,6.8,0,2.9,297,0,0,0
STU102965,12. Sınıf,Sözel,Tier 2,Orta,Aylık,1867.0,2026-03-13,5.4,0.59,9.4,6.1,2.7,6,4.0,0,14,62.1,-2.02,2,15.1,1,3.7,298,0,0,0
STU103490,12. Sınıf,Sayısal,Tier 3,Orta,Aylık,1834.0,2025-11-24,9.0,0.557,6.5,3.9,3.0,4,19.2,3,17,44.0,-1.38,0,2.8,3,2.3,303,0,0,0
STU101652,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,Yıllık,16585.0,2026-06-15,2.3,0.482,16.5,7.6,3.6,12,10.1,2,6,72.2,1.76,0,3.0,2,4.4,662,0,0,0
STU103016,Mezun,Eşit Ağırlık,Tier 2,Orta,3 Aylık,5522.0,2026-07-01,1.8,0.461,17.5,7.3,3.7,14,8.0,1,2,42.5,6.83,0,12.4,1,3.5,302,0,0,1
STU102199,12. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,4622.0,2026-07-07,1.6,0.701,18.5,9.7,3.7,7,14.9,1,3,51.6,4.62,1,0.4,1,4.7,297,0,0,0
STU102299,12. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1766.0,2026-04-06,4.6,0.698,16.7,13.5,4.4,2,19.8,4,10,71.2,2.16,1,1.9,1,3.6,301,0,0,1
STU102261,Mezun,Sözel,Tier 1 (Büyükşehir),Düşük,Aylık,1784.0,2026-06-06,2.6,0.889,11.6,8.8,4.9,5,20.3,4,3,51.8,4.19,0,4.2,0,2.4,301,0,0,0
STU100376,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,2081.0,2026-06-25,2.0,0.447,14.0,6.2,3.2,0,45.0,1,5,55.5,-0.68,3,0.1,2,3.1,300,0,0,0
STU100131,Mezun,Dil,Tier 1 (Büyükşehir),Düşük,3 Aylık,4940.0,2026-04-16,4.3,0.5,14.5,5.8,3.8,26,12.7,1,10,46.8,-2.61,1,3.7,2,3.5,297,1,0,1
STU102560,12. Sınıf,Eşit Ağırlık,Tier 3,Düşük,3 Aylık,4740.0,2026-06-22,2.1,0.451,9.8,4.0,2.1,23,1.9,3,3,58.4,1.81,0,8.4,3,4.3,303,0,0,0
STU102792,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,Aylık,1870.0,2026-04-06,4.6,0.8,8.9,5.9,5.3,2,25.0,2,8,49.8,0.47,1,6.6,2,3.6,303,0,0,1
STU103311,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4936.0,2026-05-07,3.6,0.526,18.3,10.3,3.5,24,28.6,4,7,52.3,1.14,5,3.0,3,3.0,302,1,0,0
STU102959,Mezun,Eşit Ağırlık,Tier 3,Orta,Aylık,1895.0,2026-06-06,2.6,0.554,19.0,7.2,4.0,1,16.7,2,6,59.9,1.77,1,2.6,2,2.6,302,0,0,0
STU101158,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1890.0,2026-06-09,2.5,0.489,13.7,9.0,4.8,5,6.5,3,8,62.8,-1.68,4,1.6,1,1.3,298,0,1,0
STU100772,12. Sınıf,Sözel,Tier 2,Orta,Aylık,1933.0,2026-04-16,4.3,0.726,18.2,11.4,4.0,7,34.2,3,8,74.9,-1.14,5,1.4,0,3.5,300,1,0,0
STU102966,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1769.0,2026-08-06,0.6,0.692,10.4,9.0,1.4,7,17.8,2,1,52.4,-2.0,1,4.9,0,3.6,299,0,1,1
STU102452,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Yıllık,16229.0,2026-07-01,1.8,0.579,18.4,9.8,4.2,89,11.3,2,3,51.8,-1.1,0,0.4,0,3.5,300,1,0,0
STU102719,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1833.0,2026-06-03,2.7,0.29,12.3,3.0,3.4,37,8.7,2,4,33.8,2.49,1,3.6,1,5.0,297,1,0,0
STU100683,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,15167.0,2026-02-02,6.7,0.747,13.5,10.0,3.9,11,28.3,2,17,52.3,-3.24,1,3.2,0,4.9,297,0,0,0
STU102518,12. Sınıf,Eşit Ağırlık,Tier 2,Düşük,Aylık,1865.0,2025-11-05,9.6,0.631,13.8,9.7,2.4,13,33.4,2,22,46.6,2.41,1,0.6,1,3.6,297,1,0,1
STU102606,12. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,3 Aylık,4520.0,2026-06-19,2.2,0.592,20.9,14.9,5.1,4,57.3,1,5,40.6,-3.98,2,0.5,4,2.4,299,0,0,0
STU102478,12. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1659.0,2026-05-25,3.0,0.753,15.5,14.6,5.5,17,21.1,2,7,64.3,-1.49,2,1.9,0,3.2,300,0,0,0
STU100218,Mezun,Dil,Tier 3,Düşük,Aylık,1771.0,2026-04-13,4.4,0.66,16.7,12.5,3.9,12,15.8,1,8,38.7,1.76,2,2.6,1,3.2,300,0,0,0
STU101083,Mezun,Dil,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4685.0,2025-02-23,18.0,0.861,6.8,5.4,3.6,29,25.9,1,37,57.6,1.55,3,1.5,1,3.5,297,1,0,1
STU101468,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4271.0,2026-05-10,3.5,0.609,14.7,9.2,3.6,18,20.8,6,9,64.9,3.28,1,3.3,1,2.0,300,1,0,0
STU102101,11. Sınıf,Sayısal,Tier 3,Yüksek,3 Aylık,5022.0,2026-04-28,3.9,0.444,14.1,7.4,6.4,16,2.6,5,11,41.4,-0.13,0,5.2,3,1.9,662,0,0,0
STU101253,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,17059.0,2026-03-28,4.9,0.367,13.1,4.1,4.5,2,25.2,2,8,64.8,-0.45,5,4.4,2,3.5,302,0,0,0
STU102614,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1970.0,2026-01-11,7.4,0.674,13.8,9.9,3.6,27,7.1,0,19,40.3,2.56,2,1.2,1,3.8,662,0,0,0
STU103028,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Yıllık,17381.0,2026-03-01,5.8,0.841,14.1,13.7,2.0,1,1.6,3,15,40.2,-3.67,2,3.4,2,4.7,303,0,0,0
STU101588,12. Sınıf,Dil,Tier 2,Düşük,3 Aylık,4795.0,2026-05-07,3.6,0.828,14.8,13.3,3.4,3,28.7,2,8,53.6,1.85,1,1.9,0,3.7,302,0,0,0
STU100273,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1901.0,2026-04-16,4.3,0.434,16.5,8.4,4.8,9,28.3,0,9,56.6,2.45,3,0.0,1,3.6,298,0,0,0
STU100161,Mezun,Sözel,Tier 3,Orta,Aylık,1590.0,2026-07-25,1.0,0.953,14.2,15.0,4.6,29,8.8,3,2,63.2,1.11,2,3.5,2,2.2,299,0,0,0
STU102197,12. Sınıf,Sözel,Tier 2,Düşük,Aylık,1716.0,2026-07-22,1.1,0.513,13.3,7.0,2.7,9,15.6,2,3,76.8,1.94,1,12.7,0,3.6,297,1,0,0
STU101437,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4721.0,2026-05-13,3.4,0.755,16.1,14.0,5.2,0,17.1,1,6,37.9,-1.72,1,3.1,2,3.5,299,0,0,1
STU102218,Mezun,Sayısal,Tier 2,Orta,3 Aylık,4857.0,2026-05-16,3.3,0.725,13.5,9.0,6.0,6,16.0,2,5,64.4,0.14,0,1.5,1,3.4,303,0,1,0
STU100877,12. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,4815.0,2026-07-28,0.9,0.666,14.1,9.3,4.4,4,11.6,2,2,65.7,-0.02,2,3.6,2,3.5,301,0,0,1
STU101544,12. Sınıf,Sayısal,Tier 2,Orta,Aylık,1703.0,2026-06-03,2.7,0.601,17.5,9.4,0.4,18,13.2,2,5,69.5,-1.41,1,0.5,1,3.6,300,1,0,1
STU102272,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,Yıllık,17689.0,2026-04-25,4.0,0.558,13.6,7.1,4.1,5,9.4,1,7,35.1,-0.91,1,1.0,3,1.8,300,0,0,0
STU101861,Mezun,Sayısal,Tier 2,Orta,Aylık,1865.0,2026-07-01,1.8,0.621,12.9,8.6,3.4,22,17.3,1,5,71.3,-3.02,2,0.7,1,2.2,298,0,0,0
STU101639,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1755.0,2026-02-17,6.2,0.83,17.5,17.8,1.8,32,27.0,4,12,35.8,1.0,4,2.2,1,4.8,299,0,0,0
STU103481,12. Sınıf,Dil,Tier 1 (Büyükşehir),Yüksek,Aylık,1896.0,2025-04-28,15.9,0.623,16.9,11.2,2.9,19,6.7,0,30,47.2,-0.78,0,12.7,0,3.6,303,1,0,0
STU102210,Mezun,Sözel,Tier 1 (Büyükşehir),Orta,Yıllık,15672.0,2026-02-17,6.2,0.99,13.5,12.5,4.1,7,12.1,0,9,59.5,-0.35,1,1.1,2,4.6,299,0,0,0
STU101481,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1954.0,2026-06-25,2.0,0.562,12.6,9.1,4.3,2,61.5,2,4,57.7,-1.08,3,10.6,0,2.6,662,0,0,0
STU103326,12. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1822.0,2026-04-25,4.0,0.912,13.4,11.1,5.2,11,21.6,3,8,69.5,2.47,2,2.7,0,3.3,297,0,0,0
STU102187,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4574.0,2026-07-04,1.7,0.633,16.5,11.7,3.8,9,47.7,1,3,38.6,0.72,1,11.8,2,3.7,299,0,0,0
STU101769,Mezun,Eşit Ağırlık,Tier 3,Yüksek,Aylık,1768.0,2026-04-28,3.9,0.844,12.9,9.4,5.3,1,10.0,1,5,56.0,-1.81,1,0.4,1,3.4,303,0,0,0
STU103475,12. Sınıf,Sayısal,Tier 3,Düşük,Aylık,1606.0,2026-04-28,3.9,0.543,18.1,9.0,3.0,8,11.0,3,10,38.8,-1.25,3,1.0,1,1.9,297,0,1,0
STU102505,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4814.0,2025-11-20,9.1,0.492,14.0,7.7,3.1,24,7.6,4,18,48.9,-1.17,1,2.1,2,3.2,662,0,0,0
STU101159,Mezun,Sayısal,Tier 2,Düşük,Aylık,1623.0,2026-05-25,3.0,0.771,11.2,9.4,5.4,4,13.4,3,4,50.9,0.84,1,2.4,0,4.6,301,0,0,0
STU100805,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5642.0,2026-01-20,7.1,0.669,16.5,11.3,4.8,7,32.5,6,15,51.3,-0.2,1,0.1,0,3.5,662,0,0,1
STU103342,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1950.0,2026-03-07,5.6,0.589,13.0,9.0,2.3,6,13.0,3,12,60.1,2.4,3,3.9,1,3.6,666,0,0,1
STU103460,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Yıllık,17321.0,2026-05-07,3.6,0.655,14.4,9.2,3.5,1,24.0,2,7,56.0,7.24,1,3.9,0,3.1,297,1,1,0
STU102159,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,Aylık,1769.0,2025-09-24,11.0,0.49,18.3,8.4,3.1,8,12.3,1,24,56.1,-2.35,3,2.9,1,4.8,662,1,0,0
STU101055,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4745.0,2026-04-03,4.7,0.512,11.0,5.8,2.6,5,19.5,4,7,49.0,3.48,5,9.3,0,3.8,299,0,0,0
STU102704,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1758.0,2026-04-22,4.1,0.578,15.8,8.7,8.2,11,46.8,4,5,62.1,-0.64,0,3.1,1,3.6,299,0,0,1
STU101281,12. Sınıf,Dil,Tier 2,Yüksek,3 Aylık,4697.0,2025-08-30,11.8,0.99,11.2,12.88,2.9,20,16.8,3,31,47.0,-4.06,3,6.5,2,3.5,297,1,0,0
STU103363,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4751.0,2026-08-09,0.5,0.627,10.0,5.3,4.6,1,28.2,3,1,57.2,1.96,1,2.9,0,3.5,298,0,0,1
STU102552,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,3 Aylık,4662.0,2026-03-22,5.1,0.663,12.8,9.8,6.4,12,34.2,2,10,48.6,-5.13,1,4.4,0,4.6,302,0,0,0
STU103380,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5157.0,2026-06-22,2.1,0.444,15.8,8.7,5.8,36,50.4,3,5,37.8,2.63,0,1.7,4,4.2,299,0,0,0
STU103088,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1800.0,2026-05-04,3.7,0.366,18.6,7.7,2.6,29,22.1,2,8,21.0,-0.8,2,1.5,0,2.5,299,1,0,0
STU102295,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1848.0,2025-11-30,8.8,0.633,16.0,9.5,0.8,9,37.9,3,13,43.0,-3.83,0,1.8,0,3.6,664,1,0,1
STU103479,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,15751.0,2026-06-03,2.7,0.818,15.6,15.4,3.1,39,13.7,2,5,49.4,2.36,1,5.8,0,3.8,298,1,0,0
STU101549,11. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,3 Aylık,4952.0,2026-07-04,1.7,0.602,16.9,10.4,6.0,22,24.3,1,3,64.9,3.76,2,6.5,2,2.7,664,0,0,0
STU101922,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1883.0,2025-12-24,8.0,0.789,19.1,17.8,4.0,2,9.4,2,13,60.6,0.86,1,2.2,1,4.0,302,0,0,0
STU101944,Mezun,Dil,Tier 2,Orta,3 Aylık,4911.0,2026-04-10,4.5,0.516,10.6,4.3,4.9,13,8.1,3,12,43.7,-1.25,3,3.0,0,4.7,301,0,0,0
STU102282,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4892.0,2026-04-22,4.1,0.758,14.4,11.0,4.4,10,28.9,3,10,71.4,1.27,3,0.8,0,3.4,298,0,0,0
STU100554,11. Sınıf,Sözel,Tier 3,Orta,3 Aylık,4764.0,2026-05-31,2.8,0.772,15.0,10.3,4.3,8,13.8,1,7,45.7,3.69,0,18.6,2,4.2,667,1,0,0
STU101551,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,5063.0,2026-04-13,4.4,0.758,13.8,9.0,5.1,14,4.3,0,4,48.8,2.12,1,14.5,1,4.1,301,0,1,0
STU102636,12. Sınıf,Dil,Tier 2,Orta,3 Aylık,4900.0,2026-07-10,1.5,0.801,14.2,11.1,3.2,38,4.2,2,3,49.6,-1.07,0,0.5,0,3.5,303,0,0,1
STU101722,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4464.0,2026-03-16,5.3,0.526,17.6,9.4,4.2,6,11.1,0,10,57.9,-0.87,2,0.0,0,3.6,299,0,0,0
STU100825,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1762.0,2026-01-14,7.3,0.398,10.5,3.1,5.1,11,26.1,4,16,43.7,0.48,2,1.7,1,5.0,663,0,0,0
STU100579,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1754.0,2026-05-25,3.0,0.689,15.8,12.2,3.7,16,7.9,3,7,38.6,-2.47,3,2.7,1,3.8,299,0,0,0
STU101516,11. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Yıllık,16317.0,2026-04-10,4.5,0.613,18.0,10.4,5.0,2,22.8,0,8,46.4,1.44,1,2.8,0,4.9,666,0,0,0
STU101389,11. Sınıf,Dil,Tier 2,Düşük,3 Aylık,4907.0,2026-06-22,2.1,0.148,13.6,1.9,1.9,11,33.4,2,3,69.3,-4.5,0,9.1,2,3.8,662,0,0,0
STU101626,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1994.0,2025-12-21,8.1,0.749,17.1,15.7,5.8,2,12.8,3,19,61.9,4.27,1,9.8,0,3.6,301,0,0,1
STU102296,12. Sınıf,Eşit Ağırlık,Tier 3,Düşük,Aylık,1983.0,2026-06-19,2.2,0.638,15.2,10.3,3.2,10,4.4,5,4,49.6,-1.33,1,11.3,0,2.8,297,1,0,0
STU102909,12. Sınıf,Sayısal,Tier 3,Orta,Yıllık,16581.0,2026-07-31,0.8,0.677,11.8,9.3,4.6,0,15.2,5,2,47.5,5.12,2,3.3,1,2.6,303,0,0,0
STU102502,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4912.0,2026-03-07,5.6,0.489,10.5,5.2,1.5,21,41.2,2,8,63.5,-0.04,0,3.8,1,3.1,299,1,0,0
STU102654,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Yıllık,16592.0,2026-07-01,1.8,0.825,19.0,13.3,8.0,12,3.9,0,4,69.7,0.34,0,0.4,1,3.4,298,0,0,0
STU101015,11. Sınıf,Sayısal,Tier 2,Düşük,Aylık,1739.0,2026-07-22,1.1,0.702,13.0,9.7,6.4,7,29.5,1,2,53.3,-0.36,2,2.8,2,3.0,663,0,0,0
STU101290,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,5080.0,2026-03-19,5.2,0.704,7.2,5.2,5.7,58,35.9,3,9,38.0,-2.03,0,2.5,1,4.0,297,1,0,0
STU101660,11. Sınıf,Dil,Tier 1 (Büyükşehir),Yüksek,Aylık,1792.0,2026-04-13,4.4,0.56,11.3,5.3,4.9,16,19.6,2,10,49.3,1.91,5,5.3,6,2.4,664,0,0,0
STU102195,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1784.0,2026-05-07,3.6,0.675,10.7,7.6,3.6,15,22.5,1,9,43.6,1.36,1,11.0,2,3.6,302,0,0,1
STU102138,Mezun,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1719.0,2026-05-28,2.9,0.711,10.4,8.8,3.6,8,38.5,0,6,84.5,-0.55,1,1.6,1,3.0,302,0,0,0
STU102092,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1675.0,2025-07-16,13.3,0.697,8.7,7.4,2.0,11,21.9,2,30,44.8,-2.37,3,3.3,1,3.1,300,0,0,0
STU101851,Mezun,Sözel,Tier 3,Yüksek,Aylık,1924.0,2026-07-28,0.9,0.99,16.7,17.9,5.4,5,33.5,1,1,64.1,1.41,0,0.5,0,3.6,297,0,0,1
STU101173,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4449.0,2026-03-04,5.7,0.389,14.5,4.6,5.6,25,16.3,2,6,45.3,-1.75,4,5.8,3,4.1,302,1,0,0
STU100718,12. Sınıf,Dil,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5154.0,2026-04-10,4.5,0.54,15.4,8.0,4.9,0,8.8,0,8,59.4,-0.61,3,11.0,2,3.5,297,0,0,1
STU100083,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1876.0,2026-04-22,4.1,0.856,14.2,10.4,3.5,2,13.8,1,10,70.1,-2.41,0,10.8,3,2.1,662,0,0,0
STU102010,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1719.0,2026-05-04,3.7,0.845,17.7,16.1,6.2,8,12.3,0,6,54.1,-2.69,0,13.6,2,3.4,663,0,0,0
STU100201,Mezun,Sayısal,Tier 2,Orta,Aylık,1893.0,2026-04-13,4.4,0.579,15.4,7.5,6.5,26,13.2,0,8,59.6,-3.55,1,1.3,0,3.6,299,0,0,0
STU100192,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5134.0,2026-06-06,2.6,0.558,15.4,9.1,1.1,7,9.5,2,5,30.0,-0.58,0,13.3,3,3.3,664,0,0,0
STU100604,Mezun,Sözel,Tier 1 (Büyükşehir),Düşük,Yıllık,16917.0,2026-06-15,2.3,0.41,12.4,4.4,4.4,8,8.9,2,6,50.2,-0.11,1,0.2,2,2.5,303,0,0,0
STU102475,11. Sınıf,Sayısal,Tier 2,Yüksek,Yıllık,15548.0,2026-07-19,1.2,0.807,13.3,10.4,4.2,32,8.6,2,3,83.0,-1.68,2,2.6,0,4.7,666,1,0,0
STU102851,12. Sınıf,Sözel,Tier 3,Orta,3 Aylık,4455.0,2026-05-22,3.1,0.731,13.8,9.9,3.5,7,48.7,1,7,49.1,-2.96,0,7.0,1,3.5,301,0,0,0
STU100647,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1864.0,2026-06-22,2.1,0.547,11.6,6.1,3.3,45,27.6,0,3,61.3,-1.15,3,9.3,1,4.6,300,1,0,0
STU102022,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Yıllık,18359.0,2026-04-03,4.7,0.433,13.0,9.2,4.0,7,22.8,4,10,50.2,-1.74,3,6.4,2,2.9,663,1,1,0
STU100723,Mezun,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1856.0,2025-12-21,8.1,0.512,16.2,7.4,3.7,5,17.2,4,14,54.2,-1.68,0,6.4,2,4.6,298,1,0,0
STU100539,Mezun,Sözel,Tier 3,Yüksek,Aylık,1766.0,2025-10-15,10.3,0.456,9.4,4.3,3.6,1,3.1,3,23,47.9,2.19,1,0.2,2,3.5,303,0,0,0
STU101086,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,16884.0,2025-10-30,9.8,0.413,15.1,6.4,4.1,33,20.2,3,17,70.0,-2.37,2,7.0,0,4.5,299,1,0,0
STU102878,12. Sınıf,Sayısal,Tier 3,Yüksek,Aylık,1766.0,2025-11-08,9.5,0.784,13.9,12.1,5.9,24,16.6,5,15,54.5,-1.27,1,5.3,1,3.6,302,1,0,1
STU100057,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Yüksek,Aylık,1710.0,2026-06-12,2.4,0.813,14.2,11.3,6.3,13,28.4,2,4,41.5,-4.64,1,12.2,2,3.1,302,1,0,0
STU101806,11. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,Aylık,1795.0,2025-09-08,11.5,0.564,14.3,9.0,2.7,17,51.2,6,21,57.9,0.11,2,0.9,2,3.6,664,0,0,1
